time,x,y,z
14:18.4,-4.2265,6.8403,-4.9218
14:18.4,-3.8112,9.5513,-4.8833
14:18.5,-2.3901,14.3119,-0.2666
14:18.5,-0.3531,16.7862,4.2491
14:18.5,-0.5898,11.3672,-0.4143
14:18.5,-0.6919,6.2809,-1.2905
14:18.5,-1.109,5.0233,-3.2174
14:18.6,-0.1364,5.8865,-3.4533
14:18.6,0.5826,8.4633,-1.7791
14:18.6,0.0942,10.0061,0.2516
14:18.6,-1.0875,9.0336,1.8656
14:18.6,-1.6936,9.237,2.5931
14:18.7,-1.2915,10.0356,1.0894
14:18.7,-1.4484,11.5931,-1.0809
14:18.7,-1.1977,13.917,-1.4072
14:18.7,1.3032,15.06,-0.1831
14:18.7,3.7907,14.2972,0.7068
14:18.8,4.3396,13.3069,-0.6896
14:18.8,3.0328,11.097,-3.2679
14:18.8,3.38,10.1465,3.3364
14:18.8,0.9827,12.6533,10.1514
14:18.8,-0.98,14.5948,1.6395
14:18.9,-0.3811,17.5432,-5.4731
14:18.9,-1.9599,20.9587,-4.5637
14:18.9,-4.9623,20.9412,-1.2237
14:18.9,-5.8826,13.4179,-3.8488
14:18.9,-5.4647,10.114,0.0757
14:19.0,-3.9443,9.7612,1.4619
14:19.0,-3.2012,8.9831,-2.084
14:19.0,-3.5192,6.7408,-3.6722
14:19.0,-3.7269,4.6585,-2.6719
14:19.0,-4.2121,3.0852,-2.297
14:19.1,-5.0795,1.3212,-3.466
14:19.1,-5.497,-0.8921,-2.134
14:19.1,-5.2626,-2.2667,-0.044
14:19.1,-3.3285,-1.1246,2.5306
14:19.1,-1.825,0.1588,3.9154
14:19.2,-0.4833,2.2594,5.218
14:19.2,1.5586,11.0554,10.6203
14:19.2,2.7462,26.6977,12.1134
14:19.2,2.6766,33.9356,-1.0626
14:19.2,5.3207,20.493,6.9004
14:19.3,0.8068,5.7579,-1.1614
14:19.3,-2.5594,0.8655,-10.4125
14:19.3,-5.9699,0.619,3.1527
14:19.3,-9.222,5.5967,20.3276
14:19.3,-4.6606,18.1078,-12.4152
14:19.4,-7.2458,12.9714,-11.6771
14:19.4,-6.9069,6.3022,-3.957
14:19.4,-6.2983,4.3431,-3.0921
14:19.4,-5.3686,7.2843,-1.3171
14:19.4,-4.5228,13.6781,-0.4211
14:19.5,-3.537,15.1635,-1.2393
14:19.5,-0.9372,12.5095,0.3301
14:19.5,0.2718,7.975,-0.9594
14:19.5,-0.034,5.0935,-2.8466
14:19.5,-1.1845,4.6625,-3.8684
14:19.6,-1.3782,4.9119,-1.6029
14:19.6,-1.843,8.3576,0.8297
14:19.6,-1.1221,10.6087,-0.6073
14:19.6,-0.2105,11.2008,-1.1837
14:19.6,1.2255,11.5641,0.8926
14:19.7,-0.2316,9.8392,3.0105
14:19.7,-0.9376,10.3119,1.7273
14:19.7,-0.9519,12.9099,-1.211
14:19.7,1.1435,15.0421,-3.0055
14:19.7,3.1265,15.2525,-0.0957
14:19.8,2.2663,13.7763,1.4315
14:19.8,1.5318,12.3284,-1.4472
14:19.8,0.6429,10.6292,1.6309
14:19.8,-0.945,12.6785,8.9201
14:19.8,-2.7739,15.7131,2.6203
14:19.9,-1.5595,19.3537,-6.5598
14:19.9,-3.5841,21.6177,-3.1155
14:19.9,-5.5608,18.668,-1.8904
14:19.9,-8.8945,11.3636,-6.9427
14:19.9,-7.4497,9.1036,-0.3081
14:20.0,-5.6434,8.6291,0.3039
14:20.0,-4.1563,6.7481,-2.4124
14:20.0,-2.7022,4.435,-2.8954
14:20.0,-2.1395,3.5065,-2.2443
14:20.0,-2.7047,2.0488,-2.4327
14:20.1,-3.5448,-0.0521,-2.727
14:20.1,-4.6273,-2.148,-1.9666
14:20.1,-5.8028,-3.2999,-0.5302
14:20.1,-4.633,-0.2157,2.1193
14:20.2,-3.9418,1.58,2.6187
14:20.2,-1.8281,2.1822,4.6698
14:20.2,1.9353,10.9309,9.4813
14:20.2,5.5377,30.3142,16.4234
14:20.2,2.8104,40.3788,0.3428
14:20.2,7.1113,18.6921,6.9845
14:20.3,1.3692,4.1173,-3.6584
14:20.3,-2.1178,0.306,-8.9247
14:20.3,-6.9297,2.2417,6.6188
14:20.3,-11.0618,12.0136,17.1126
14:20.3,-8.786,17.5166,-18.3379
14:20.4,-10.9095,9.2663,-8.4064
14:20.4,-7.8361,2.1187,-4.4425
14:20.4,-5.2231,1.1932,-0.4423
14:20.4,-4.5404,5.7479,0.6642
14:20.5,-4.4205,13.147,-6.0739
14:20.5,-2.009,17.7103,-2.176
14:20.5,1.0836,14.2757,3.3771
14:20.5,0.7266,7.5461,-0.4232
14:20.5,-0.6208,4.1736,-3.5538
14:20.6,-0.5869,4.2795,-3.9172
14:20.6,0.2331,5.8765,-0.99
14:20.6,-0.7758,10.0239,-0.3034
14:20.6,-0.4458,10.8174,-1.0225
14:20.6,0.1093,11.1759,1.4852
14:20.7,-1.1891,9.7437,3.8551
14:20.7,-2.2596,8.7216,1.6337
14:20.7,-2.9971,10.2898,-1.3188
14:20.7,-1.8011,12.7575,-4.0362
14:20.7,0.2552,14.6652,-2.9107
14:20.8,2.6115,14.7771,0.1482
14:20.8,3.2899,14.7425,1.2496
14:20.8,2.7915,15.1022,0.0961
14:20.8,1.3303,12.1839,-1.721
14:20.8,-0.8098,7.8263,7.0161
14:20.9,-2.1253,12.5089,7.6226
14:20.9,-1.5598,18.1267,-3.8349
14:20.9,-2.0629,21.633,-3.9862
14:20.9,-5.4951,20.8162,-0.2417
14:20.9,-9.5356,15.0889,-3.7813
14:21.0,-8.9427,8.9605,-2.2245
14:21.0,-5.9045,7.87,-1.5677
14:21.0,-3.5831,6.7544,-3.4394
14:21.0,-1.0177,5.7199,-4.0717
14:21.0,-0.1569,5.1967,-3.1584
14:21.1,-1.3735,2.9956,-2.0888
14:21.1,-3.3098,0.5224,-2.0615
14:21.1,-5.1894,-1.5702,-2.0355
14:21.1,-6.4722,-2.8373,-1.5252
14:21.1,-5.8168,-0.9794,1.3336
14:21.2,-4.9376,-0.4007,3.3536
14:21.2,-1.6139,0.5916,3.4017
14:21.2,2.0858,7.944,8.443
14:21.2,3.8313,24.9259,11.2356
14:21.2,1.6126,38.7784,6.7427
14:21.3,2.53,23.3073,8.3686
14:21.3,0.7838,6.3022,1.9867
14:21.3,-3.2342,1.8064,-5.7262
14:21.3,-6.6197,8.1872,-6.1335
14:21.3,-13.5465,11.1984,16.3713
14:21.4,-8.3436,11.0217,-9.7566
14:21.4,-5.9241,5.9049,-5.2397
14:21.4,-4.0512,3.3306,-6.3755
14:21.4,-3.6969,3.4276,-3.6659
14:21.4,-5.3786,6.925,1.0902
14:21.5,-6.4573,14.1638,0.0916
14:21.5,-4.9608,16.8759,-1.1162
14:21.5,-0.1211,14.4336,0.5289
14:21.5,0.7917,8.7354,-2.0061
14:21.5,-0.2329,4.9703,-3.7533
14:21.6,-1.0321,4.3827,-4.3694
14:21.6,-0.6348,5.4321,-1.8713
14:21.6,-0.8031,9.0993,3.344
14:21.6,-0.6212,10.4725,-0.0826
14:21.6,-0.1775,9.3997,-1.7951
14:21.7,0.7095,9.4575,0.2723
14:21.7,-0.3643,10.1984,2.5119
14:21.7,-1.3613,10.4474,0.4896
14:21.7,-2.3886,10.699,-0.2498
14:21.7,-2.9947,11.6242,-1.2388
14:21.8,-0.9582,13.598,-4.2899
14:21.8,1.4352,14.5876,-1.4725
14:21.8,3.2226,15.0121,1.7729
14:21.8,2.7661,14.2935,0.7233
14:21.8,1.7711,12.7024,-1.2366
14:21.9,-0.5744,8.9053,3.5952
14:21.9,-2.2414,12.0288,8.1462
14:21.9,-1.4357,17.7342,-1.54
14:21.9,-1.8276,21.754,-4.0187
14:21.9,-4.5323,20.7726,0.0154
14:22.0,-7.3211,15.3479,-2.2224
14:22.0,-8.6333,9.4078,-4.8382
14:22.0,-6.8289,7.3825,-1.6794
14:22.0,-4.8599,6.3996,-1.4921
14:22.0,-1.9702,6.8081,-2.5848
14:22.1,-0.8395,6.4651,-3.103
14:22.1,-1.7021,4.0118,-3.2652
14:22.1,-3.3696,1.663,-2.6543
14:22.1,-4.5944,0.0942,-2.2845
14:22.1,-5.5398,-1.3179,-1.7608
14:22.2,-5.073,-1.3949,0.5128
14:22.2,-4.1191,0.7549,3.2048
14:22.2,-3.2361,1.0418,5.1129
14:22.2,0.0701,3.0999,6.9565
14:22.2,2.961,15.4296,8.3071
14:22.3,2.2212,33.5946,11.8495
14:22.3,0.9758,29.6373,4.9084
14:22.3,2.3628,10.8825,5.1852
14:22.3,0.2838,3.848,-5.3825
14:22.3,-3.8096,5.5973,-9.2576
14:22.4,-11.7112,10.2243,12.4254
14:22.4,-11.3008,14.2535,-0.4845
14:22.4,-9.9693,7.9311,-9.3157
14:22.4,-5.6192,4.1444,-7.8182
14:22.4,-3.5336,2.7893,-3.906
14:22.5,-4.2974,4.4715,2.4797
14:22.5,-7.5046,10.2585,-1.8284
14:22.5,-7.9013,14.6878,-3.5297
14:22.5,-2.4952,15.5407,0.7775
14:22.5,0.6101,10.5245,-0.1037
14:22.6,0.2623,5.9682,-3.3964
14:22.6,0.0175,4.5863,-5.2376
14:22.6,0.8929,5.53,-4.3721
14:22.6,0.7372,8.6793,0.7585
14:22.6,-0.4887,10.9481,1.6879
14:22.7,0.2962,11.3025,0.0954
14:22.7,1.2508,11.3901,0.791
14:22.7,-0.3875,9.9254,1.6644
14:22.7,-1.5166,8.9981,1.0912
14:22.7,-2.7305,10.2676,0.1453
14:22.8,-2.5351,11.5449,-2.4866
14:22.8,-1.5988,12.7449,-3.9326
14:22.8,0.9403,13.2012,-1.6273
14:22.8,3.1822,14.0454,0.5974
14:22.8,3.3325,15.1048,-0.1677
14:22.9,1.6294,12.9752,-1.7338
14:22.9,0.7698,8.0958,4.8894
14:22.9,0.0885,11.0559,10.7465
14:22.9,-1.7407,17.4498,-1.5628
14:22.9,-1.2906,20.7722,-6.3797
14:23.0,-3.7759,22.2117,-2.4622
14:23.0,-6.9572,17.6896,-0.877
14:23.0,-8.9587,10.8149,-5.8343
14:23.0,-7.3999,8.249,-2.1006
14:23.0,-6.1262,6.6402,-1.8576
14:23.1,-4.4555,4.5669,-2.0751
14:23.1,-2.3283,4.4279,-1.8156
14:23.1,-1.7686,3.5541,-2.0915
14:23.1,-3.1625,2.9089,-1.7274
14:23.1,-4.4149,1.1637,-2.9056
14:23.2,-6.2091,-0.5848,-2.259
14:23.2,-5.7781,0.8206,-0.0287
14:23.2,-4.2091,1.5128,2.0503
14:23.2,-3.9271,1.4578,3.791
14:23.2,-2.5815,2.661,5.9539
14:23.3,0.2757,8.8294,12.4203
14:23.3,3.2863,27.9755,16.2364
14:23.3,2.0668,42.3166,-4.0248
14:23.3,3.3666,17.2305,2.8014
14:23.3,0.2477,3.2634,2.5943
14:23.4,-3.5011,-0.5739,-3.2216
14:23.4,-7.7599,2.2673,4.2479
14:23.4,-12.1176,8.0444,16.6934
14:23.4,-7.6412,14.7687,-21.233
14:23.4,-6.6451,7.5632,-8.897
14:23.5,-3.5678,4.5678,-2.6595
14:23.5,-2.3612,5.6784,-3.6388
14:23.5,-2.5934,10.3737,-3.3857
14:23.5,-2.0662,17.751,-0.7306
14:23.5,-1.108,16.2372,-0.1459
14:23.6,0.2612,10.23,0.7594
14:23.6,0.3536,5.9546,-0.7721
14:23.6,-1.1819,4.5399,-2.8915
14:23.6,-1.0716,5.1688,-3.2761
14:23.6,-1.2632,6.2863,-0.0132
14:23.7,-1.2438,9.8937,4.773
14:23.7,-2.1184,10.3748,-0.1675
14:23.7,-1.9027,9.7045,-1.9659
14:23.7,-1.4632,9.6564,-0.2359
14:23.7,-1.0727,10.4839,-0.4908
14:23.8,-0.9588,11.0828,-1.4807
14:23.8,-2.1313,11.7736,1.1917
14:23.8,-1.4446,12.4492,0.1669
14:23.8,0.8823,13.1475,-2.9336
14:23.8,2.9026,14.0613,-1.1046
14:23.9,3.0947,14.6271,0.7155
14:23.9,2.1194,13.0261,-0.126
14:23.9,1.4884,8.5125,3.0966
14:23.9,-0.5086,9.4687,8.4865
14:23.9,-2.6595,15.8829,3.2069
14:24.0,-1.921,19.012,-5.6283
14:24.0,-1.9391,22.6204,-2.4965
14:24.0,-4.8793,20.5289,-1.1456
14:24.0,-8.1949,12.2088,-8.5586
14:24.0,-7.7572,6.9307,-2.7665
14:24.1,-5.246,6.7614,1.922
14:24.1,-2.2015,7.9278,-0.9426
14:24.1,-0.9119,7.4584,-2.9116
14:24.1,-1.5146,4.9674,-3.397
14:24.1,-2.6926,2.4673,-3.2039
14:24.2,-4.0419,0.9903,-3.1307
14:24.2,-5.9578,-1.3408,-2.4884
14:24.2,-6.4311,-1.1737,-0.8065
14:24.2,-5.574,-0.1444,0.9658
14:24.2,-5.1981,0.7212,2.793
14:24.3,-4.9971,0.1346,3.9117
14:24.3,-2.2805,3.8489,7.3782
14:24.3,-0.6649,23.2055,11.7699
14:24.3,3.0966,43.2002,12.9885
14:24.3,4.8809,26.5277,0.6122
14:24.4,4.8742,10.3571,-4.0684
14:24.4,-2.873,6.5564,-3.619
14:24.4,-8.7527,7.15,-3.8891
14:24.4,-12.9879,2.8977,14.7012
14:24.4,-7.6235,2.8788,-5.5353
14:24.5,-5.5976,5.0035,-9.6235
14:24.5,-4.5315,7.1436,-6.0443
14:24.5,-6.3282,7.986,-2.2582
14:24.5,-7.6606,11.6774,-0.8791
14:24.5,-4.0663,14.975,4.6647
14:24.6,-1.7297,11.9311,-1.6943
14:24.6,-0.3551,8.7415,-5.3306
14:24.6,-0.2148,6.485,-5.0438
14:24.6,-0.2687,5.8841,-3.6015
14:24.6,0.1073,6.7251,-1.901
14:24.7,1.1843,9.2708,1.4403
14:24.7,0.4519,10.6909,3.4816
14:24.7,-0.6441,9.0205,0.6987
14:24.7,-0.2256,9.1731,-0.9171
14:24.7,-0.292,10.2878,-1.4879
14:24.8,-0.7193,11.1981,-1.4129
14:24.8,-1.5267,11.178,0.8805
14:24.8,-3.6419,9.8402,2.428
14:24.8,-3.8448,10.4837,-0.9848
14:24.8,-1.8924,12.4623,-3.9757
14:24.9,0.6305,13.6848,-1.6939
14:24.9,3.5457,14.5966,2.2573
14:24.9,3.2039,14.8476,1.2462
14:24.9,1.104,12.6661,-1.9733
14:24.9,1.5717,8.4577,0.3292
14:25.0,-0.3214,10.5375,8.2673
14:25.0,-2.2443,16.0013,3.9218
14:25.0,-1.0821,22.0426,-4.7249
14:25.0,-3.5827,21.6368,-3.5999
14:25.0,-7.2392,16.0644,-5.4103
14:25.1,-9.2871,9.391,-7.0975
14:25.1,-7.8582,6.629,0.3563
14:25.1,-4.402,7.8163,1.6389
14:25.1,-1.7526,8.3847,-2.0443
14:25.1,-0.861,6.95,-3.6805
14:25.2,-1.7237,5.018,-3.703
14:25.2,-3.4578,2.179,-2.6727
14:25.2,-4.7047,0.5107,-2.044
14:25.2,-5.8422,-1.0088,-1.2008
14:25.2,-5.197,-0.6097,-0.001
14:25.3,-3.7948,0.0431,1.8141
14:25.3,-3.9524,0.294,3.305
14:25.3,-2.5972,1.2578,4.3787
14:25.3,0.4917,10.0115,7.9133
14:25.3,0.835,33.5544,17.1525
14:25.4,1.4467,41.0952,4.4824
14:25.4,4.6261,18.5924,3.1029
14:25.4,0.0452,7.3246,-3.2198
14:25.4,-6.6113,7.8509,-5.2681
14:25.4,-11.1385,5.84,0.5848
14:25.5,-9.7866,1.6189,4.8297
14:25.5,-5.7684,1.0683,-3.1403
14:25.5,-3.5505,3.4993,-8.264
14:25.5,-3.4452,6.7022,-4.7144
14:25.5,-5.4244,10.1441,-2.091
14:25.6,-9.0427,15.5136,3.3637
14:25.6,-8.1131,14.6866,0.2608
14:25.6,-2.2649,9.975,-3.2021
14:25.6,0.0653,7.1152,-4.2928
14:25.6,0.4515,5.9844,-5.0806
14:25.7,1.1019,6.9069,-4.8763
14:25.7,2.5702,9.0238,-1.5538
14:25.7,0.9754,11.3669,6.1741
14:25.7,-1.4396,9.6438,2.1218
14:25.7,-0.1895,8.539,-1.477
14:25.8,-0.8418,8.7257,-1.0064
14:25.8,-1.7099,9.8,-0.4269
14:25.8,-1.4851,10.0372,-0.7986
14:25.8,-2.4058,10.0552,0.5914
14:25.8,-3.2641,10.6093,1.0011
14:25.9,-2.0117,11.7696,-3.1653
14:25.9,0.3238,13.1463,-4.3739
14:25.9,2.5838,13.8016,0.1666
14:25.9,3.2469,14.8243,0.8603
14:26.0,1.8552,15.854,-0.4714
14:26.0,-0.2349,11.0331,-1.0767
14:26.0,-0.8788,7.378,6.2676
14:26.0,-2.7044,14.389,10.9045
14:26.0,-1.2876,19.3128,-1.2304
14:26.1,-1.0908,20.5096,-5.3648
14:26.1,-4.2326,17.8109,-4.6083
14:26.1,-7.8947,12.2767,-7.5728
14:26.1,-9.2361,7.424,-3.1581
14:26.1,-6.3621,7.2955,2.8517
14:26.2,-2.5073,9.1566,0.798
14:26.2,-0.7113,8.2389,-3.3833
14:26.2,-0.4492,6.5261,-5.1036
14:26.2,-2.0765,4.029,-3.3891
14:26.2,-4.3288,1.3756,-1.4213
14:26.3,-5.7392,-0.5547,-1.5018
14:26.3,-5.9148,-1.4119,-1.2939
14:26.3,-3.6087,0.0573,0.1862
14:26.3,-2.6425,1.3966,1.8716
14:26.3,-3.4732,1.1764,3.1539
14:26.4,-2.3004,2.2596,5.1881
14:26.4,-0.0365,12.5053,8.62
14:26.4,0.2245,33.9123,16.5273
14:26.4,1.6274,36.9198,5.0023
14:26.4,3.6567,14.7289,3.9344
14:26.5,0.4567,4.1462,-2.9824
14:26.5,-3.3678,2.7529,-7.9661
14:26.5,-8.5676,7.2334,-3.622
14:26.5,-14.6321,10.1576,21.9608
14:26.5,-7.8673,10.5957,-10.6656
14:26.6,-4.8117,5.1972,-7.4439
14:26.6,-3.4207,2.3464,-6.4782
14:26.6,-3.8883,4.0799,-1.6298
14:26.6,-6.2244,9.6765,-0.7267
14:26.6,-7.4015,15.5058,-1.3954
14:26.7,-4.2908,16.6243,-0.7547
14:26.7,0.0602,12.132,-0.1587
14:26.7,0.406,6.9644,-2.8811
14:26.7,0.1193,5.2689,-4.7658
14:26.7,0.6856,6.4263,-4.6192
14:26.8,1.6133,8.7456,0.5303
14:26.8,-1.121,10.2291,3.1215
14:26.8,-0.6839,8.9517,-0.4877
14:26.8,0.0594,8.5553,-0.163
14:26.8,-1.0834,9.1623,1.4282
14:26.9,-1.9419,9.8072,0.1442
14:26.9,-2.1156,10.1101,-0.7342
14:26.9,-3.027,10.9509,-0.5271
14:26.9,-2.8314,12.0974,-2.5043
14:26.9,-1.716,11.869,-2.7088
14:27.0,1.0236,12.2354,-1.5267
14:27.0,2.6357,13.6369,0.9582
14:27.0,2.3554,15.4052,-0.3519
14:27.0,0.3631,13.3937,-2.5347
14:27.0,0.2477,7.8389,4.8888
14:27.1,0.2771,10.4845,11.522
14:27.1,-1.5858,18.3256,0.8242
14:27.1,-1.1008,20.9373,-5.7936
14:27.1,-3.0257,18.6605,-1.4607
14:27.1,-5.8691,15.7862,-3.3334
14:27.2,-8.746,10.6298,-6.333
14:27.2,-7.5906,7.8982,-0.1453
14:27.2,-4.5272,8.2642,1.2839
14:27.2,-1.7988,8.4275,-1.9383
14:27.2,-0.9878,6.8182,-3.1849
14:27.3,-1.5407,4.3303,-3.364
14:27.3,-2.807,2.1669,-2.0663
14:27.3,-4.3871,0.3226,-1.7482
