time,x,y,z
11:08.4,0.4516,3.4857,9.5775
11:08.5,-0.3079,2.9787,7.6519
11:08.5,-0.6251,3.0556,6.9494
11:08.5,0.5455,3.488,7.0313
11:08.5,2.2947,4.0989,9.105
11:08.5,2.2024,2.6243,10.9514
11:08.6,1.2207,1.4048,9.1267
11:08.6,0.2856,3.1686,9.4208
11:08.6,1.7623,1.6991,9.5683
11:08.6,0.5293,1.569,10.8388
11:08.6,0.125,0.9255,11.908
11:08.7,0.751,1.9051,12.5774
11:08.7,0.7215,3.4686,9.7408
11:08.7,2.3603,4.5857,7.9962
11:08.7,1.7837,3.3867,6.4122
11:08.7,2.3498,2.9697,7.466
11:08.8,4.0646,5.4442,4.9275
11:08.8,4.1479,5.5982,10.1106
11:08.8,3.121,5.0734,10.609
11:08.8,2.9342,4.1998,9.5395
11:08.8,3.9891,2.7345,5.6189
11:08.9,5.9141,3.1744,10.6315
11:08.9,6.9345,4.8495,10.2026
11:08.9,6.4558,4.2163,8.4745
11:08.9,4.9375,3.2171,8.7363
11:08.9,3.8036,3.741,7.5296
11:09.0,3.0334,3.7982,6.6221
11:09.0,4.6775,3.9072,5.8307
11:09.0,6.2856,3.9979,7.2099
11:09.0,6.0179,3.563,6.4148
11:09.0,4.2619,3.3867,5.9633
11:09.1,2.9505,2.9218,4.2251
11:09.1,1.6171,3.3548,4.31
11:09.1,-0.6245,2.2001,6.0127
11:09.1,-1.5741,2.433,6.3562
11:09.1,-1.1659,2.9083,6.7125
11:09.2,-0.6832,2.5163,8.0308
11:09.2,0.4527,2.5273,9.5374
11:09.2,0.7945,1.96,8.7035
11:09.2,1.0547,1.471,7.8926
11:09.2,0.8225,0.6143,10.3909
11:09.3,2.2155,2.163,15.9691
11:09.3,1.8237,2.0013,14.9993
11:09.3,1.0914,1.6846,10.6048
11:09.3,1.6208,1.6586,10.821
11:09.3,4.4428,1.6021,9.8673
11:09.4,3.5642,0.2837,10.9253
11:09.4,-0.7387,1.021,9.9533
11:09.4,5.7943,0.8996,6.5073
11:09.4,7.3262,1.6297,12.0772
11:09.4,2.8691,2.0561,8.4662
11:09.5,1.2747,2.0831,9.8583
11:09.5,0.9571,3.1201,6.408
11:09.5,4.3787,3.6026,5.2095
11:09.5,6.4425,1.3247,4.1724
11:09.5,6.5242,-2.9664,8.6299
11:09.6,6.78,-1.566,10.997
11:09.6,4.4884,1.2755,7.1634
11:09.6,4.1537,4.0355,7.0331
11:09.6,4.188,3.787,8.1248
11:09.6,4.9854,3.1375,7.8277
11:09.7,5.5976,4.3601,7.1851
11:09.7,5.9736,4.3714,5.1126
11:09.7,6.2306,4.3532,3.3815
11:09.7,6.4924,4.7186,3.3945
11:09.7,8.1006,5.3792,5.2509
11:09.8,9.2933,4.2209,7.6295
11:09.8,9.2338,2.0501,9.0285
11:09.8,8.3431,1.4497,7.4002
11:09.8,8.9951,3.4801,5.7982
11:09.8,9.895,5.1598,4.8782
11:09.9,11.1105,6.4975,4.3112
11:09.9,11.2873,6.7706,4.0693
11:09.9,11.5485,6.5433,3.7352
11:09.9,10.7601,5.4175,4.7832
11:09.9,9.0198,4.8694,4.1354
11:10.0,8.8271,6.3428,2.9968
11:10.0,8.2405,7.9832,2.7757
11:10.0,8.0172,8.8744,3.6054
11:10.0,8.3249,8.4068,3.6511
11:10.0,8.7011,8.1511,2.6751
11:10.1,8.2784,8.7063,1.0387
11:10.1,7.2687,9.4326,0.2856
11:10.1,6.588,9.2603,0.6061
11:10.1,6.1655,8.0179,1.1517
11:10.1,5.522,7.3916,0.5606
11:10.2,5.1376,7.4783,0.257
11:10.2,4.3158,7.848,0.2652
11:10.2,4.2051,9.1626,0.279
11:10.2,2.6074,10.7882,-0.3387
11:10.2,-1.5985,9.3322,0.314
11:10.3,-2.1465,8.0127,-1.0878
11:10.3,0.904,6.5662,-0.5139
11:10.3,3.9004,5.5838,0.1874
11:10.3,6.9478,9.6889,-0.8781
11:10.3,7.8889,11.7016,-2.7107
11:10.4,8.2863,10.474,-3.1539
11:10.4,6.5234,8.6694,-1.1441
11:10.4,7.0698,8.8466,-0.9981
11:10.4,7.8036,9.1478,-2.7612
11:10.4,7.44,9.188,-3.1698
11:10.5,6.421,8.7186,-2.1169
11:10.5,6.026,7.3222,-1.5325
11:10.5,6.0393,4.4965,-1.4216
11:10.5,7.262,4.4769,-1.2718
11:10.5,7.0243,3.1599,-1.0227
11:10.6,6.3568,3.5803,-0.2132
11:10.6,5.6213,3.4315,-0.5576
11:10.6,3.9703,4.2013,0.8448
11:10.6,2.8333,4.8005,1.6145
11:10.6,3.7463,6.0985,0.1956
11:10.7,4.0542,6.3173,-1.8235
11:10.7,4.6546,6.5314,-1.7945
11:10.7,5.0851,6.3423,-0.7829
11:10.7,7.2913,8.2597,1.4152
11:10.7,8.4888,9.394,1.4199
11:10.8,7.607,9.0343,1.3854
11:10.8,7.7717,9.4144,0.8167
11:10.8,8.9949,7.7823,1.1155
11:10.8,10.2094,7.4415,-0.27
11:10.8,10.9114,8.2984,-1.2471
11:10.9,10.546,8.1435,-0.3649
11:10.9,9.1967,7.7512,0.6817
11:10.9,7.0677,6.912,0.9535
11:10.9,5.4349,7.5864,0.1159
11:10.9,7.1451,7.8679,-0.0087
11:11.0,6.236,7.8199,1.0779
11:11.0,5.934,6.9125,0.8362
11:11.0,5.5494,6.7978,0.7957
11:11.0,6.3083,7.7067,3.6431
11:11.0,7.3063,7.3211,3.2734
11:11.1,6.6376,6.5423,1.5008
11:11.1,6.0709,6.551,0.5985
11:11.1,6.0494,6.0887,0.2667
11:11.1,6.6876,6.9273,1.0227
11:11.1,6.7556,6.7896,0.9879
11:11.2,6.836,5.8705,1.7554
11:11.2,4.6192,4.6529,1.8675
11:11.2,6.3476,5.8406,1.659
11:11.2,5.7886,5.603,-1.6705
11:11.2,4.773,5.3768,-2.5664
11:11.3,4.8761,5.6997,-0.9354
11:11.3,4.0519,5.3383,1.1231
11:11.3,0.9282,4.1834,1.4494
11:11.3,-0.7571,5.0474,2.1558
11:11.3,-1.3078,5.947,1.8617
11:11.4,-2.5032,8.1215,-0.242
11:11.4,-6.6523,14.4903,-3.236
11:11.4,-3.4072,19.7171,-7.632
11:11.4,8.3493,20.5554,-9.6558
11:11.4,11.6763,17.7928,-1.3982
11:11.5,7.2873,10.5703,7.5374
11:11.5,1.9334,6.8346,3.2174
11:11.5,2.4895,8.9373,-4.5824
11:11.5,3.8037,8.4909,-1.2448
11:11.5,3.8831,9.0619,-0.3459
11:11.6,2.6947,9.313,-0.5375
11:11.6,3.362,9.4719,-0.0644
11:11.6,3.4714,8.9467,-0.9483
11:11.6,3.6579,9.2145,-0.6928
11:11.6,3.8668,9.3928,-0.2163
11:11.7,3.9959,8.9687,-0.1781
11:11.7,3.9666,8.6749,-0.535
11:11.7,3.9287,8.8456,-0.0248
11:11.7,3.9971,8.9734,0.3516
11:11.7,4.1835,9.0562,0.1138
11:11.8,4.0929,8.8665,-0.5821
11:11.8,4.2212,8.8439,-0.3971
11:11.8,4.33,8.7598,-0.6752
11:11.8,4.0395,8.7836,-0.0365
11:11.8,3.6811,8.9479,-0.4072
11:11.9,3.328,8.8427,-0.1546
11:11.9,3.2506,8.9442,-0.6007
11:11.9,3.5764,8.9738,-0.5001
11:11.9,3.8193,9.1719,-0.4977
11:11.9,3.5924,9.3596,-0.7817
11:12.0,3.5313,9.4247,-0.8113
11:12.0,3.6136,9.3172,-0.6344
11:12.0,3.4827,9.2545,-0.5525
11:12.0,3.3439,9.0205,-0.7457
11:12.0,3.3584,9.0171,-0.5726
11:12.1,3.4569,9.0672,-0.6074
11:12.1,3.7165,8.9502,-0.9483
11:12.1,3.8702,9.2258,-1.0779
11:12.1,3.9636,8.6566,-1.1438
11:12.1,3.8392,8.8147,-0.7866
11:12.2,3.7243,8.7379,-0.3851
11:12.2,3.9974,8.828,-0.6947
11:12.2,4.2214,9.0578,-1.2915
11:12.2,4.4705,8.7445,-1.5387
11:12.2,4.1869,8.7051,-1.1924
11:12.3,4.7394,8.2297,-1.109
11:12.3,5.4696,8.2143,-1.6683
11:12.3,5.3015,8.5977,-1.6868
11:12.3,4.8351,9.0535,-1.3023
11:12.3,3.9123,9.1298,-1.1141
11:12.4,3.2186,8.9138,-0.8766
11:12.4,3.0435,8.9132,-1.0719
11:12.4,3.2439,8.9854,-0.5277
11:12.4,4.1798,8.8462,-0.2989
11:12.4,4.965,8.4516,-1.2741
11:12.5,5.105,8.0889,-1.3942
11:12.5,5.2681,8.3149,-1.1745
11:12.5,4.7514,8.4046,-0.3631
11:12.5,3.8956,8.5541,-0.1546
11:12.5,3.8753,8.9455,-0.8902
11:12.6,3.9995,9.0637,-0.9826
11:12.6,3.9127,8.8402,-0.5669
11:12.6,3.7376,8.6921,-0.2525
11:12.6,3.6641,8.8885,-0.7031
11:12.6,3.5099,8.9408,-1.3435
11:12.7,3.6362,8.868,-2.113
11:12.7,3.9208,8.6831,-1.709
11:12.7,4.5137,9.1178,-1.2346
11:12.7,5.0415,9.4039,-1.2493
11:12.7,4.8337,10.1953,-1.2807
11:12.8,5.1357,10.3746,-0.9864
11:12.8,5.3725,10.0977,-0.3188
11:12.8,5.437,10.3378,-0.569
11:12.8,6.6736,10.527,-0.6986
11:12.8,7.3632,10.5709,-0.9876
11:12.9,7.941,10.4977,-0.0801
11:12.9,8.617,10.3424,1.3822
11:12.9,7.1336,9.1749,1.428
11:12.9,5.269,7.9613,0.3188
11:13.0,4.5945,7.4481,1.3221
11:13.0,2.7462,7.3996,2.7499
11:13.0,3.184,9.1358,2.8629
11:13.0,3.7741,10.3098,0.5916
11:13.0,4.1087,11.3157,-1.9157
11:13.1,4.4001,12.824,-2.5996
11:13.1,4.2991,14.6387,-1.3352
11:13.1,3.9028,14.4257,1.8572
11:13.1,3.5183,10.4227,2.288
11:13.1,4.1739,8.2091,0.4655
11:13.2,4.4188,7.0509,-0.2082
11:13.2,3.8232,6.2561,-0.4206
11:13.2,2.3899,6.1817,-0.7059
11:13.2,0.8441,6.6466,-1.3464
11:13.2,-0.5588,6.8369,-0.7749
11:13.3,-1.6961,6.6427,0.4232
11:13.3,-1.7136,6.0284,0.9254
11:13.3,0.0856,5.4157,1.2242
11:13.3,1.1429,4.6984,1.9225
11:13.3,1.7252,4.7225,2.4709
11:13.4,2.9222,5.9497,3.6352
11:13.4,5.0179,8.1812,5.7232
11:13.4,7.8736,10.6159,8.3384
11:13.4,11.7444,13.1455,9.208
11:13.4,13.2263,11.9362,7.8679
11:13.5,7.9628,10.2267,6.2112
11:13.5,2.5106,8.2228,5.59
11:13.5,0.817,10.6589,4.9614
11:13.5,0.8499,10.4665,-0.1787
11:13.5,1.7921,9.7551,-5.5258
11:13.6,4.2048,11.4364,-3.2048
11:13.6,4.1835,10.4706,4.1229
11:13.6,1.6915,7.8033,1.6267
11:13.6,0.0684,6.1098,-5.1268
11:13.6,-0.4492,5.3639,-4.9065
11:13.7,0.955,10.0495,-2.4794
11:13.7,3.8594,14.2519,-1.6994
11:13.7,6.3588,13.3286,2.0774
11:13.7,6.1537,9.3698,2.2732
11:13.7,4.5933,6.8915,-1.922
11:13.8,3.2848,6.4185,-3.8858
11:13.8,2.1838,7.0661,-2.9329
11:13.8,3.9075,7.7326,0.0284
11:13.8,5.2279,8.7054,1.7159
11:13.8,3.969,8.0796,1.9361
11:13.9,4.2194,7.6814,-0.5717
11:13.9,5.3183,7.5503,-1.9328
11:13.9,6.2621,7.1837,-1.6175
11:13.9,5.707,7.6632,-0.4302
11:13.9,5.1798,8.7016,0.0111
11:14.0,3.8832,9.5811,0.8513
11:14.0,1.9873,10.795,0.1897
11:14.0,2.8986,11.557,-1.5629
11:14.0,5.3199,9.7096,-1.2056
11:14.0,8.3305,7.9884,-0.7095
11:14.1,9.2476,7.8048,-0.8808
11:14.1,9.8928,8.1961,-0.7913
11:14.1,9.5838,8.9464,0.151
11:14.1,8.5123,10.105,2.5645
11:14.1,6.6046,9.0815,3.2411
11:14.2,4.0856,7.6361,4.3444
11:14.2,3.8377,10.5346,5.1378
11:14.2,5.4847,12.7461,2.1346
11:14.2,5.6476,12.7265,-3.1821
11:14.2,6.5426,14.1782,-3.4178
11:14.3,6.4796,14.9424,-1.1718
11:14.3,5.665,10.6177,2.9808
11:14.3,4.9468,8.3553,6.3351
11:14.3,4.3139,7.5466,3.5406
11:14.3,4.0594,7.0176,-1.3204
11:14.4,3.4831,6.2729,-2.3501
11:14.4,1.5892,5.9519,-2.3968
11:14.4,-0.2807,6.6468,-2.2952
11:14.4,-1.7949,6.7441,-1.5428
11:14.4,-3.0884,6.2028,-0.6693
11:14.5,-3.4008,5.1629,2.0031
11:14.5,-0.5036,4.9822,2.2121
11:14.5,1.1784,4.8086,1.9753
11:14.5,2.2001,5.2773,3.1271
11:14.5,3.4957,5.8444,6.626
11:14.6,7.4564,8.7031,8.1095
11:14.6,12.6137,12.6587,8.9277
11:14.6,17.9781,15.4497,6.9399
11:14.6,14.3755,11.3943,7.2074
11:14.6,5.2424,6.7064,5.5442
11:14.7,0.7923,5.7268,3.9997
11:14.7,1.131,10.5906,1.6606
11:14.7,1.7891,10.3712,-4.0914
11:14.7,1.7801,12.3715,-0.829
11:14.7,1.0736,16.712,3.9168
11:14.8,1.0739,9.4109,-2.0444
11:14.8,-0.4055,5.7141,-5.0294
11:14.8,-1.7873,4.0745,-5.6939
11:14.8,-0.8248,6.3214,-2.3542
11:14.8,2.8619,12.2704,-2.2389
11:14.9,7.6236,15.0528,-0.2855
11:14.9,8.9752,11.6259,1.6918
11:14.9,6.7906,7.318,0.0478
11:14.9,3.8732,5.8156,-1.816
11:14.9,1.4105,6.3953,-4.379
11:15.0,1.2896,6.1139,-1.6723
11:15.0,4.3504,7.7063,1.5235
11:15.0,4.8599,8.0949,2.5718
11:15.0,5.1348,7.1852,0.3983
11:15.0,6.6405,7.2044,-1.5361
11:15.1,7.2295,7.2232,-1.6026
11:15.1,7.6129,7.0783,-1.4288
11:15.1,5.9522,7.7133,-0.7384
11:15.1,3.4864,9.5376,0.447
11:15.1,1.7551,11.3347,0.7836
11:15.2,2.7645,12.0553,0.0347
11:15.2,6.5311,9.4274,-0.3042
11:15.2,10.1309,7.5129,-1.478
11:15.2,12.4194,7.7368,-1.0861
11:15.2,13.3822,8.036,0.9326
11:15.3,8.6432,7.8413,0.9137
11:15.3,6.8427,8.5784,1.3969
11:15.3,4.7553,8.9662,4.6091
11:15.3,4.1205,11.5073,5.7376
11:15.3,6.0268,13.1777,3.0188
11:15.4,6.4896,12.8863,-2.8356
11:15.4,6.8432,13.0079,-2.7168
11:15.4,7.1066,16.5373,-2.9092
11:15.4,5.7945,13.905,-0.5773
11:15.4,4.0596,10.386,3.9983
11:15.5,3.1939,8.6135,4.5487
11:15.5,3.4413,7.4475,-0.0274
11:15.5,3.6198,5.8911,-2.3932
11:15.5,2.8475,4.9709,-2.2591
11:15.5,1.133,5.1744,-2.5029
11:15.6,-0.697,5.485,-1.9356
11:15.6,-1.9395,5.4277,-0.9234
11:15.6,-3.3201,4.8334,0.7475
11:15.6,-2.8026,4.0461,1.6039
11:15.6,-0.1459,4.222,1.2535
11:15.7,1.5385,4.6186,1.603
11:15.7,3.1794,5.8828,5.0578
11:15.7,6.3592,9.3193,8.0664
11:15.7,10.6947,13.423,11.5826
11:15.7,17.4548,16.6696,7.6874
11:15.8,15.5992,11.0523,7.0857
11:15.8,6.3468,6.925,4.9551
11:15.8,1.8359,8.0122,3.5858
11:15.8,3.0545,13.8612,1.9455
11:15.8,3.3225,15.1409,-2.4568
11:15.9,2.1609,13.6157,-3.2206
11:15.9,0.4227,6.8878,-1.6641
11:15.9,1.1608,3.3502,-1.2029
11:15.9,-0.7173,4.4031,-5.9244
11:15.9,-0.6746,6.8159,-1.6006
11:16.0,0.5997,13.0415,-1.5837
11:16.0,5.2247,15.6691,-0.0425
11:16.0,6.986,11.8765,1.6398
11:16.0,5.2499,7.5576,-0.8909
11:16.0,3.9057,6.0504,-3.4262
11:16.1,2.0097,6.2074,-3.8222
11:16.1,1.7253,6.4963,-1.6533
11:16.1,5.1411,8.0956,1.2441
11:16.1,5.5819,8.5706,2.3988
11:16.1,4.7603,7.5383,0.6154
11:16.2,5.6266,7.0846,-1.2071
11:16.2,6.9466,7.2767,-1.491
11:16.2,7.9747,7.2614,-1.4176
11:16.2,6.9905,7.1641,-0.7324
11:16.2,3.7014,7.6519,0.3688
11:16.3,1.781,9.7605,0.9784
11:16.3,2.0165,11.9598,-0.2741
11:16.3,5.0313,11.0662,-0.4678
11:16.3,8.4357,7.9292,-0.6823
11:16.3,12.1748,8.1497,-1.2969
11:16.4,14.4988,8.9387,-1.1349
11:16.4,11.0241,8.2616,-0.5482
11:16.4,5.8147,8.59,1.1653
11:16.4,4.4471,9.5729,2.9867
11:16.4,3.4238,9.4765,5.3656
11:16.5,5.7063,12.1905,3.8856
11:16.5,6.6909,12.249,0.8691
11:16.5,6.8298,12.4902,-1.3527
11:16.5,6.5151,14.0983,-0.5741
11:16.5,5.7942,15.5554,-1.6321
11:16.6,4.2637,12.7777,1.1984
11:16.6,2.6878,9.6539,3.076
11:16.6,3.0496,7.6858,0.8375
11:16.6,4.0025,6.2513,-1.1444
11:16.6,3.8114,4.8867,-2.5221
11:16.7,2.1621,4.9746,-2.9659
11:16.7,0.0431,5.5642,-1.806
11:16.7,-1.3839,6.0739,-0.7444
11:16.7,-2.5357,5.7916,1.1191
11:16.7,-2.9516,4.5299,1.85
11:16.8,-0.3275,4.0446,1.4661
11:16.8,1.2905,3.9561,1.8079
11:16.8,2.2783,4.5423,4.8358
11:16.8,5.4084,6.4787,7.8703
11:16.8,11.8308,10.5049,8.689
11:16.9,15.444,13.9715,7.2111
11:16.9,13.5995,11.9543,5.3618
11:16.9,7.9679,9.1517,6.5775
11:16.9,4.2438,9.5633,5.419
11:16.9,4.6939,14.0025,2.0519
11:17.0,2.5794,12.7429,-2.3307
11:17.0,0.9695,10.9642,-1.749
11:17.0,-2.1103,7.6814,0.5101
11:17.0,-1.7335,5.6528,-2.4768
11:17.0,-1.0492,6.6962,-6.1612
11:17.1,0.1567,8.5109,-1.7552
11:17.1,2.4308,14.0363,-1.1216
11:17.1,6.178,15.7803,-0.6618
11:17.1,6.7564,11.3584,2.905
11:17.1,5.425,7.9539,-1.0183
11:17.2,4.5157,6.3155,-4.0564
11:17.2,3.4514,5.723,-4.0675
11:17.2,2.977,5.1331,-2.238
11:17.2,4.6841,6.2681,0.8149
11:17.2,4.9659,9.1663,2.9761
11:17.3,4.1703,8.7798,1.5253
11:17.3,4.5826,7.1776,-1.3277
11:17.3,6.6852,7.1765,-2.053
11:17.3,8.2607,7.0502,-1.45
11:17.3,8.2547,6.5701,-0.1645
11:17.4,5.2147,7.2267,1.0224
11:17.4,3.5946,8.3151,-0.2145
11:17.4,3.4256,10.4117,-1.5834
11:17.4,4.5236,11.9012,-0.5779
11:17.4,7.1246,10.6038,-0.4634
11:17.5,10.0745,8.6375,-0.7416
11:17.5,12.7384,8.8682,-1.1189
11:17.5,12.8846,8.8635,-0.7302
11:17.5,8.4577,8.5275,0.7332
11:17.5,6.0766,8.8288,2.6676
11:17.6,4.4754,8.4725,4.5853
11:17.6,3.7966,10.8622,5.1177
11:17.6,6.2633,13.332,3.9081
11:17.6,5.9567,12.5768,-0.0615
11:17.6,5.6795,13.2912,-2.9314
11:17.7,5.4389,17.5561,-3.5889
11:17.7,4.2167,14.1537,-1.4587
11:17.7,3.7847,9.4545,3.0854
11:17.7,3.9367,7.3401,2.5812
11:17.7,3.9476,6.0883,-0.7231
11:17.8,3.4952,5.5988,-3.0052
11:17.8,2.065,5.5916,-3.3029
11:17.8,-0.1961,5.1771,-2.1661
11:17.8,-2.0733,4.9981,-0.7389
11:17.8,-3.1375,5.0206,-0.4723
11:17.9,-3.7271,4.4338,0.6482
11:17.9,-2.0165,4.4842,0.8791
11:17.9,-0.8676,4.3518,1.9924
11:17.9,0.2926,4.5835,4.7017
11:17.9,5.1262,8.4421,8.1486
11:18.0,12.4903,15.2352,10.7634
11:18.0,20.5196,18.1108,10.0251
11:18.0,19.5522,13.8485,6.529
11:18.0,7.7382,6.3709,6.1702
11:18.0,0.7757,4.6439,4.3788
11:18.1,-0.3136,10.7342,1.5698
11:18.1,-0.8493,9.7503,-1.5512
11:18.1,-1.074,14.2336,5.7474
11:18.1,-2.1853,11.7149,-5.7883
11:18.1,-1.1977,8.045,-4.7647
11:18.2,1.878,5.9048,-4.0277
11:18.2,4.7041,6.8644,-5.6213
11:18.2,4.702,10.8972,-6.0682
11:18.2,4.6788,12.2366,0.0241
11:18.2,7.3018,11.4714,3.5669
11:18.3,6.9313,9.2957,1.6273
11:18.3,4.9616,6.9554,0.2614
11:18.3,2.1405,7.0339,-1.6157
11:18.3,0.7724,6.7564,-2.4763
11:18.3,2.9165,6.6713,-1.1924
11:18.4,5.6367,8.1976,1.167
11:18.4,4.7505,7.9034,2.4288
11:18.4,5.3184,7.297,-0.0168
11:18.4,6.4005,7.1093,-1.7642
11:18.4,7.1659,6.8914,-1.6841
11:18.5,5.7169,7.1888,-0.1022
11:18.5,3.5738,7.9601,0.0569
11:18.5,3.0763,9.4009,-1.6762
11:18.5,4.1178,10.9406,-2.1873
11:18.5,6.3693,10.7526,-0.1087
11:18.6,8.596,8.4409,0.9695
11:18.6,11.6157,8.4356,0.0293
11:18.6,13.7423,9.0461,0.0316
11:18.6,12.3462,7.7786,-0.3435
11:18.7,7.5337,7.1803,0.8323
11:18.7,4.6881,7.9338,4.6305
11:18.7,3.0444,9.0878,5.3021
11:18.7,4.4525,11.9998,3.0694
11:18.7,6.0551,13.7194,1.5358
11:18.8,5.9136,13.9645,-1.3397
11:18.8,5.8358,17.245,-0.4293
11:18.8,4.7224,16.2893,-1.2433
11:18.8,3.3033,10.7144,0.3822
11:18.8,3.8072,8.0889,3.578
11:18.9,4.595,7.4906,3.1483
11:18.9,4.4179,6.3146,-0.1139
11:18.9,3.7865,5.4029,-2.9685
11:18.9,2.0292,4.9779,-4.0637
11:18.9,-0.0123,5.3077,-2.006
11:19.0,-1.5879,5.8223,-1.1043
11:19.0,-2.7507,6.0717,-0.9323
11:19.0,-3.8087,4.7908,1.0793
11:19.0,-1.8928,4.2672,1.1888
11:19.0,-0.9691,4.1405,0.5914
11:19.1,-0.3051,4.4938,4.9331
11:19.1,3.3225,7.8962,8.2254
11:19.1,10.0824,14.2125,9.4961
11:19.1,20.3604,20.5726,10.2416
11:19.1,22.2095,13.2557,8.0652
11:19.2,11.5566,6.8442,3.4407
11:19.2,1.959,3.8464,0.0347
11:19.2,-0.3467,9.2012,2.5781
11:19.2,-0.8436,10.3421,-0.6929
11:19.2,-1.5647,14.2462,12.2314
11:19.3,-1.4138,16.4978,-1.9015
11:19.3,-1.7985,9.8515,-8.9235
11:19.3,0.0531,5.1225,-5.0004
11:19.3,1.2866,4.473,-4.893
11:19.3,1.5705,7.9405,-6.4272
11:19.4,1.355,12.3435,-1.3779
11:19.4,6.4374,12.7931,1.9865
11:19.4,7.4696,10.5447,-0.0711
11:19.4,7.6099,7.5331,-0.3455
11:19.4,5.1095,6.992,-0.6414
11:19.5,1.1989,6.5875,-2.6603
11:19.5,1.6993,6.3014,-2.1447
11:19.5,4.8083,8.5977,1.4746
11:19.5,5.1607,8.5697,3.6669
11:19.5,5.6603,7.0515,0.8133
11:19.6,6.3317,6.4633,-3.0125
undefined,undefined,undefined,undefined
undefined,undefined,undefined,undefined
11:19.6,5.5135,7.3602,0.6076
11:19.6,3.0984,8.7138,0.9808
11:19.7,2.7845,11.0041,-0.5311
11:19.7,3.5099,11.6602,-1.7939
11:19.7,5.574,10.2716,-1.2194
11:19.7,8.7761,8.186,-0.1757
11:19.7,11.3084,7.9847,0.4025
11:19.8,10.6807,8.6622,0.3452
11:19.8,9.5739,8.9866,-0.1123
11:19.8,8.7783,9.4379,1.1619
11:19.8,6.3609,8.2576,3.0418
11:19.8,4.3374,8.8682,5.4434
11:19.9,5.4289,13.4016,6.7379
11:19.9,6.7628,14.5306,0.7576
11:19.9,5.2253,13.657,-5.525
11:19.9,4.4263,17.7835,-7.3008
11:19.9,2.4637,16.0966,-2.4381
11:20.0,3.0975,8.9096,4.56
11:20.0,5.2958,7.5359,4.6505
11:20.0,6.3026,7.2105,0.7285
11:20.0,4.4859,6.0239,-2.6028
11:20.0,2.0477,5.6692,-3.0396
11:20.1,-0.604,5.5418,-1.7792
11:20.1,-2.8652,5.0803,-1.2168
11:20.1,-4.1596,3.8495,-0.6239
11:20.1,-2.9335,3.1599,0.6754
11:20.1,-0.5236,3.749,0.0326
11:20.2,0.4937,4.5213,0.0662
11:20.2,0.0389,4.3622,2.9846
11:20.2,1.521,5.2366,6.8011
11:20.2,7.2879,9.3835,8.2061
11:20.2,13.0319,15.8288,10.0916
11:20.3,18.2514,20.111,5.8346
11:20.3,16.3912,11.5197,9.728
11:20.3,6.7177,6.5845,4.0943
11:20.3,1.5958,8.1928,0.5259
11:20.3,1.0635,9.9389,-4.7752
11:20.4,1.32,13.9577,2.8421
11:20.4,-0.8698,15.8264,0.4435
11:20.4,-1.1781,9.4579,-4.2962
11:20.4,-1.0046,5.7347,-5.5207
11:20.4,-1.715,4.0932,-4.7035
11:20.5,-0.9689,8.3453,-2.1917
11:20.5,2.0837,13.5682,-2.1383
11:20.5,6.492,13.808,1.3111
11:20.5,6.349,10.004,-0.0497
11:20.5,5.2705,6.9331,-2.2739
11:20.6,3.9334,5.8287,-3.0496
11:20.6,1.1343,5.5783,-2.7456
11:20.6,2.4715,6.4887,-0.1221
11:20.6,4.9688,9.2749,1.8636
11:20.6,4.5483,8.7406,2.0509
11:20.7,5.0893,7.4942,-0.0316
11:20.7,6.395,7.23,-1.6219
11:20.7,7.1949,7.4088,-1.8611
11:20.7,7.5834,7.6578,-1.5583
11:20.7,5.412,8.3321,0.1391
11:20.8,2.4341,9.2487,1.8696
11:20.8,1.3171,10.7388,0.1976
11:20.8,3.466,11.9636,-0.9173
11:20.8,6.4848,9.3632,-0.7622
11:20.8,9.817,7.7426,-0.8101
11:20.9,13.3307,8.3444,-0.5874
11:20.9,14.6969,8.5556,0.0141
11:20.9,9.206,7.5967,1.1167
11:20.9,5.8391,7.8435,2.1215
11:20.9,4.6282,9.2936,4.6935
11:21.0,5.0307,13.0894,5.7817
11:21.0,6.6441,13.9658,4.1649
11:21.0,6.2044,13.9613,-2.3995
11:21.0,5.5133,16.4146,-5.7906
11:21.0,3.9305,19.6535,-4.9304
11:21.1,0.1136,12.1538,2.0913
11:21.1,1.8886,8.2624,5.3535
11:21.1,3.9425,7.5103,1.6952
11:21.1,4.3884,6.0727,-2.2465
11:21.1,3.5457,4.896,-2.7251
11:21.2,2.0808,5.3677,-2.5592
11:21.2,-0.4777,5.2198,-1.5919
11:21.2,-2.5748,4.8207,-1.2057
11:21.2,-4.2898,3.9025,-0.1
11:21.2,-3.4488,4.0745,1.3628
11:21.3,-1.502,4.4851,1.6095
11:21.3,0.3498,4.3613,3.3475
11:21.3,3.0462,4.8004,4.9397
11:21.3,7.3758,7.315,6.8833
11:21.3,12.1564,11.8812,8.1622
11:21.4,15.7682,16.8575,5.3039
11:21.4,13.7875,11.9393,5.9757
11:21.4,8.319,8.8209,8.0223
11:21.4,4.0914,8.1949,5.6653
11:21.4,3.992,13.1154,1.6168
11:21.5,2.5529,11.5391,-5.1908
11:21.5,1.2709,13.3265,-4.1793
11:21.5,-0.0777,12.4713,1.011
11:21.5,0.2015,7,2.4863
11:21.5,-1.9677,5.0831,-4.3775
11:21.6,-3.7011,4.3306,-4.0965
11:21.6,-3.9979,11.147,-3.3339
