time,x,y,z
11:37.3,-4.491,10.7023,-6.7019
11:37.4,-2.2349,7.3247,-7.0855
11:37.4,1.9061,5.6855,-5.7687
11:37.4,5.9471,7.4416,-7.4439
11:37.4,5.3783,11.6042,-7.0012
11:37.4,2.9228,11.1193,1.1885
11:37.5,7.0827,10.2359,4.5881
11:37.5,6.8454,10.1062,1.7301
11:37.5,3.84,7.8853,-0.921
11:37.5,0.0695,7.1815,-2.6486
11:37.5,0.0585,7.3315,-2.5505
11:37.6,3.5042,7.8913,-1.2932
11:37.6,5.518,8.4992,0.8284
11:37.6,5.0042,8.248,2.2495
11:37.6,5.7662,7.6323,0.7793
11:37.6,5.9467,7.5006,-1.9406
11:37.7,5.8774,6.6224,-2.6901
11:37.7,6.3474,6.5656,-2.4009
11:37.7,5.0336,7.1077,-1.0611
11:37.7,2.845,9.4883,2.4139
11:37.7,1.3583,11.8115,2.1367
11:37.8,2.4574,12.6053,-1.2953
11:37.8,4.2256,11.0988,-1.6924
11:37.8,8.031,8.1506,-0.3814
11:37.8,10.0173,7.8379,-0.5344
11:37.8,11.1454,8.5864,-0.0883
11:37.9,11.548,8.3058,1.0336
11:37.9,7.706,7.8402,1.5273
11:37.9,5.9539,8.9084,2.7998
11:37.9,4.6484,10.1321,5.682
11:37.9,6.4258,13.8275,7.3985
11:38.0,6.4526,14.5807,-0.0684
11:38.0,5.1093,14.7032,-4.1554
11:38.0,4.0355,16.702,-4.2046
11:38.0,1.5087,13.4479,-2.8965
11:38.0,2.5814,8.6793,2.99
11:38.1,5.0373,7.3252,5.5511
11:38.1,7.0138,7.0966,2.6841
11:38.1,6.7619,6.2947,-2.0045
11:38.1,4.6243,6.2634,-3.8513
11:38.1,1.1631,6.0298,-2.1807
11:38.2,-2.0332,5.5515,-0.3193
11:38.2,-3.7428,4.9586,-0.4588
11:38.2,-4.6064,4.1133,-0.0033
11:38.2,-3.33,4.1042,1.2568
11:38.2,-0.7477,5.2387,0.9445
11:38.3,0.4537,5.374,1.6136
11:38.3,1.7338,5.6969,4.4104
11:38.3,4.3157,7.904,7.2327
11:38.3,9.3285,13.0922,9.2077
11:38.3,18.043,19.1691,11.0609
11:38.4,19.9703,12.5581,7.3178
11:38.4,10.2067,6.9806,3.2869
11:38.4,1.5172,5.2631,2.1506
11:38.4,-0.7779,12.354,5.7214
11:38.4,-1.1105,11.3346,-1.474
11:38.5,-1.0583,15.6515,3.4108
11:38.5,-1.2902,9.5037,-5.2978
11:38.5,0.5477,5.794,-2.7275
11:38.5,1.4608,5.0042,-3.788
11:38.5,1.882,6.5544,-4.7704
11:38.6,1.106,12.4111,-2.7889
11:38.6,2.4495,13.6199,0.2353
11:38.6,6.2043,12.0133,1.4017
11:38.6,6.5306,9.012,-0.5021
11:38.6,6.0245,6.917,-2.0159
11:38.7,3.97,5.9953,-2.35
11:38.7,1.6032,6.3393,-1.9031
11:38.7,3.6015,7.6735,-0.1386
11:38.7,4.8255,8.9858,1.2092
11:38.7,3.7081,9.2151,1.7009
11:38.8,3.8627,8.3633,0.4383
11:38.8,5.3081,7.4825,-1.3183
11:38.8,6.1793,6.8174,-1.9745
11:38.8,6.5664,6.4043,-2.032
11:38.8,5.9973,5.773,-1.6057
11:38.9,3.2726,6.0817,0.0692
11:38.9,1.609,9.9269,0.8736
11:38.9,2.123,13.1358,0.332
11:38.9,3.2598,13.3277,0.1627
11:38.9,6.9248,11.0383,-1.2533
11:39.0,10.9244,9.3832,-1.9274
11:39.0,13.5004,9.1705,-1.0556
11:39.0,13.5489,8.0681,0.2251
11:39.0,9.2966,7.1071,1.6847
11:39.0,6.9462,7.9552,1.8355
11:39.1,5.5506,9.1607,3.1881
11:39.1,3.8385,12.0035,4.2648
11:39.1,5.1677,14.1315,3.8826
11:39.1,4.8528,14.3941,0.2455
11:39.1,4.089,14.8271,-1.7329
11:39.2,3.678,18.0885,-1.7532
11:39.2,0.8691,14.202,-1.3927
11:39.2,1.8834,9.0586,1.2295
11:39.2,4.1245,7.4473,2.6278
11:39.2,5.5147,6.5213,0.7591
11:39.3,5.0809,5.7099,-1.891
11:39.3,3.6758,5.8705,-2.3413
11:39.3,1.3002,5.4246,-0.9588
11:39.3,-0.9812,4.9595,-0.7365
11:39.3,-2.2783,4.3794,-0.9835
11:39.4,-3.1357,3.7594,-0.0277
11:39.4,-2.7266,3.8317,0.6839
11:39.4,-1.6325,4.3636,1.2959
11:39.4,-0.6986,4.1392,3.255
11:39.4,2.0108,5.5126,6.8562
11:39.5,7.9874,11.1153,8.7824
11:39.5,15.7202,17.4051,10.4068
11:39.5,18.8121,17.1473,8.0317
11:39.5,14.2296,9.6879,9.3123
11:39.5,4.0422,5.0054,2.4516
11:39.6,0.0193,8.4076,2.9707
11:39.6,-0.2522,12.151,-2.1425
11:39.6,-0.1635,14.5514,4.3206
11:39.6,-0.8773,13.2826,-2.0697
11:39.6,-0.6,6.6323,-4.5047
11:39.7,0.788,3.8223,-3.2421
11:39.7,0.7832,3.6657,-4.0028
11:39.7,0.6748,8.2712,-4.5929
11:39.7,1.6442,14.1278,-3.6093
11:39.7,6.1127,15.8218,-0.115
11:39.8,8.4634,11.4977,2.6782
11:39.8,6.8418,7.837,0.4078
11:39.8,4.1425,6.5451,-1.1795
11:39.8,0.6393,6.373,-3.6088
11:39.8,0.1181,5.9768,-2.1929
11:39.9,4.213,8.2824,0.2417
11:39.9,4.3747,9.2508,1.8829
11:39.9,3.5669,8.5971,1.0799
11:39.9,4.6639,7.4305,-0.4904
11:39.9,6.3748,6.943,-0.9549
11:40.0,7.2255,7.1672,-1.3215
11:40.0,5.6469,7.3331,-2.6023
11:40.0,4.5615,7.2428,-1.3926
11:40.0,2.5308,10.5598,2.5058
11:40.0,1.9539,12.6246,1.215
11:40.1,2.9093,12.2317,-1.7488
11:40.1,6.1615,9.4582,-1.7023
11:40.1,10.289,7.7521,-0.7477
11:40.1,12.461,8.6896,-0.1706
11:40.1,10.9831,7.9543,-0.2724
11:40.2,7.5728,7.79,-1.0716
11:40.2,5.5394,8.3773,0.8433
11:40.2,3.7362,10.5336,5.2372
11:40.2,4.9152,14.0685,4.1004
11:40.2,5.2345,14.7253,-0.3567
11:40.3,5.028,14.9829,-0.6058
11:40.3,4.8147,16.2731,3.7362
11:40.3,3.3225,14.1939,0.8889
11:40.3,2.5938,10.3317,-0.0708
11:40.3,3.321,8.0477,1.9983
11:40.4,4.3112,6.7713,2.9225
11:40.4,5.4532,5.676,0.3874
11:40.4,5.7979,5.3357,-1.8091
11:40.4,4.3291,6.0477,-4.5164
11:40.4,1.462,6.1089,-3.8736
11:40.5,-0.9577,6.1362,-0.8441
11:40.5,-2.5218,5.7223,3.056
11:40.5,-3.8135,4.8342,4.0548
11:40.5,-3.6044,4.326,4.1923
11:40.5,0.3209,5.5288,2.9878
11:40.6,3.6198,6.6721,0.9912
11:40.6,6.467,6.1998,2.3227
11:40.6,7.7293,6.1432,4.0887
11:40.6,8.6369,7.5278,5.6859
11:40.6,8.6278,8.7141,6.3675
11:40.7,9.2083,10.1194,6.4775
11:40.7,9.7164,11.6486,6.1215
11:40.7,5.9864,11.1891,5.7504
11:40.7,-0.229,8.8903,5.1312
11:40.7,-0.7565,9.6244,5.2247
11:40.8,1.4979,12.4876,3.3006
11:40.8,5.8248,21.2091,2.3404
11:40.8,4.9192,14.3077,-0.7085
11:40.8,1.6544,5.428,-4.8629
11:40.8,1.2123,3.0595,-7.6039
11:40.9,2.0805,5.353,-8.6496
11:40.9,3.8549,9.7495,-5.2452
11:40.9,5.1303,16.1275,0.7899
11:40.9,5.2304,15.0111,1.8244
11:40.9,4.5594,10.3433,1.0448
11:41.0,3.0824,7.801,-2.2816
11:41.0,0.2266,8.0166,-3.4123
11:41.0,-0.8465,9.1101,-1.6074
11:41.0,0.1295,8.842,-0.1175
11:41.0,3.0396,8.8605,-0.4594
11:41.1,4.2621,9.4241,-0.5779
11:41.1,4.8855,10.4299,-0.854
11:41.1,6.0997,10.1845,-2.0943
11:41.1,5.9642,8.3396,-2.1085
11:41.1,5.7115,6.8986,-2.0605
11:41.2,5.7536,6.9542,-2.6622
11:41.2,4.0045,8.6496,-1.5154
11:41.2,2.0177,11.1746,-0.5702
11:41.2,-0.4345,11.3894,-1.5936
11:41.2,-2.1394,10.2345,-3.0243
11:41.3,-0.4037,9.3569,-3.4512
11:41.3,3.0228,9.8561,-3.2189
11:41.3,4.0046,9.1705,-3.0493
11:41.3,4.7297,8.2468,-3.3279
11:41.3,5.7558,7.4678,-3.2872
11:41.4,4.407,5.8391,-2.7451
11:41.4,5.114,8.148,-4.5667
11:41.4,2.0986,7.3138,-2.0804
11:41.4,2.1648,10.9271,-1.4855
11:41.4,4.4043,13.8426,-1.876
11:41.5,7.5461,12.2161,-3.4229
11:41.5,6.9783,9.424,-1.7782
11:41.5,6.5447,9.0574,0.4473
11:41.5,6.5005,10.3315,2.594
11:41.5,4.27,9.0702,0.9692
11:41.6,2.228,8.0323,-1.3629
11:41.6,1.5625,7.2891,-0.658
11:41.6,0.1193,6.7806,-0.7684
11:41.6,-0.1642,7.5913,-0.3844
11:41.7,2.0064,9.5617,-0.4085
11:41.7,3.6936,10.0507,-0.0335
11:41.7,4.9203,9.6025,-0.0223
11:41.7,5.6296,9.3208,-0.4143
11:41.7,5.2238,9.2327,-0.9734
11:41.8,4.68,9.168,-1.4421
11:41.8,4.2757,8.7867,-1.3572
11:41.8,5.6647,9.7628,-0.0352
11:41.8,1.2921,6.8264,1.2556
11:41.8,0.4854,7.5983,-1.0727
11:41.9,3.6355,9.6048,1.8832
11:41.9,1.4017,8.3447,2.3762
11:41.9,1.3203,9.0238,-0.1198
11:41.9,3.5336,10.4504,-1.5412
11:41.9,3.7656,8.2525,0.4167
11:42.0,3.2623,7.6543,0.5438
11:42.0,5.205,9.3614,-0.8875
11:42.0,5.9611,9.4259,-2.9656
11:42.0,6.2751,8.26,-1.0239
11:42.0,7.8609,7.9518,2.5332
11:42.1,7.4888,10.0306,5.8301
11:42.1,3.1851,12.3676,4.6917
11:42.1,4.5651,10.8955,-2.1462
11:42.1,4.3425,8.0548,-5.637
11:42.1,2.2783,10.0218,-1.1514
11:42.2,1.2619,10.1829,-1.4202
11:42.2,0.2374,12.0233,-1.815
11:42.2,1.8449,10.5775,-0.4471
11:42.2,3.0239,10.9604,1.4702
11:42.2,3.2837,10.9107,-1.6987
11:42.3,5.3018,9.1969,-4.2756
11:42.3,5.0701,8.476,-2.8344
11:42.3,4.1853,8.2264,-1.8473
11:42.3,4.1566,6.8065,-1.2539
11:42.3,4.9752,6.771,-0.2215
11:42.4,5.4252,7.6587,0.7236
11:42.4,4.1187,6.9242,0.9324
11:42.4,2.2587,7.2786,0.7598
11:42.4,1.4899,8.2682,-0.9734
11:42.4,2.2371,8.7361,-0.7094
11:42.5,4.1598,6.9487,3.6731
11:42.5,3.8229,6.4282,3.697
11:42.5,2.488,5.9736,0.5601
11:42.5,2.4401,6.4348,-2.5327
11:42.5,4.0967,8.9202,-2.6094
11:42.6,9.7723,12.2531,15.4287
11:42.6,11.9049,15.6434,-2.3497
11:42.6,10.9892,14.6083,-8.3335
11:42.6,5.0685,7.2404,-2.8881
11:42.6,4.2663,1.7455,2.2404
11:42.7,-0.1229,6.1808,-5.0951
11:42.7,0.525,7.7115,-5.7488
11:42.7,2.4946,8.1299,-4.8454
11:42.7,4.6273,11.7417,-4.455
11:42.7,-0.5778,10.9616,0.7142
11:42.8,3.0987,13.4691,-1.9626
11:42.8,5.2122,11.078,1.9946
11:42.8,6.955,8.5812,2.125
11:42.8,6.0384,7.0484,1.273
11:42.8,7.9188,8.1576,2.0093
11:42.9,9.2008,9.3341,4.2857
11:42.9,8.4775,10.2206,5.4036
11:42.9,6.6924,8.2161,2.1085
11:42.9,5.2421,7.0554,-0.4633
11:42.9,3.7114,6.9164,-1.8512
11:43.0,1.7979,9.2892,0.0186
11:43.0,0.7161,10.9726,1.1221
11:43.0,0.0519,9.4171,-1.2556
11:43.0,3.0746,9.9645,0.0723
11:43.0,6.2056,11.1063,0.6643
11:43.1,6.0347,11.1091,1.2104
11:43.1,3.4134,9.0054,2.1199
11:43.1,1.5117,9.6407,-4.236
11:43.1,-2.1962,6.4719,-7.0165
11:43.1,-3.7975,3.0186,2.3157
11:43.2,1.1659,7.1246,0.5634
11:43.2,4.2615,8.0315,0.9327
11:43.2,4.9487,8.8348,1.4893
11:43.2,3.8793,9.3067,2.826
11:43.2,-1.5614,10.3389,0.2295
11:43.3,-0.6637,12.0767,0.8335
11:43.3,1.0752,13.407,0.1949
11:43.3,0.2802,11.1081,1.3634
11:43.3,-0.0195,9.8691,1.4303
11:43.3,-0.0428,8.7671,-0.5583
11:43.4,-0.6276,9.1921,-7.5717
11:43.4,2.1274,13.7116,0.9131
11:43.4,1.5018,7.3114,2.4516
11:43.4,2.4095,7.3591,2.1617
11:43.4,2.2521,12.985,-4.0398
11:43.5,-1.4231,11.41,1.6786
11:43.5,0.0373,11.0223,0.6312
11:43.5,0.2822,10.7743,0.6637
11:43.5,1.3321,9.7042,1.5966
11:43.5,3.9332,9.8491,0.4738
11:43.6,3.3668,8.2702,-1.6578
11:43.6,2.5419,9.3864,-3.4731
11:43.6,0.86,11.6082,0.0154
11:43.6,0.8056,11.9505,-0.2744
11:43.6,1.2429,11.8449,-2.1724
11:43.7,1.5589,11.1036,-0.8652
11:43.7,2.6329,9.4919,0.1473
11:43.7,2.4115,8.9348,0.1891
11:43.7,0.908,10.1854,-1.5943
11:43.7,-0.4215,10.8436,-1.3822
11:43.8,1.9442,9.3264,-0.6955
11:43.8,4.6472,8.2285,4.2142
11:43.8,3.9624,7.7037,4.9075
11:43.8,2.4215,7.6858,4.0715
11:43.8,1.5325,8.4438,1.9942
11:43.9,2.27,9.3018,1.4114
11:43.9,1.7051,10.4537,1.3747
11:43.9,0.8639,11.0961,1.4009
11:43.9,0.2151,11.081,0.3358
11:43.9,0.717,11.83,-0.5402
11:44.0,1.7148,11.0075,1.005
11:44.0,3.4002,8.0146,0.4058
11:44.0,4.7249,7.5647,1.6104
11:44.0,4.3456,9.3928,4.0754
11:44.0,3.2268,11.9083,6.2723
11:44.1,-0.4446,10.1874,4.906
11:44.1,-1.4598,10.4062,7.6416
11:44.1,1.162,7.728,4.6576
11:44.1,3.9618,6.1383,4.1816
11:44.1,4.2458,6.9638,3.7353
11:44.2,4.3432,7.0015,3.2238
11:44.2,3.3466,7.6168,4.17
11:44.2,3.1941,8.2122,4.6444
11:44.2,5.1858,8.7116,4.896
11:44.2,7.002,8.8361,6.0521
11:44.3,7.901,8.2143,5.7798
11:44.3,6.8313,10.3336,4.4637
11:44.3,6.0105,9.4989,4.2027
11:44.3,6.0655,8.1761,3.2369
11:44.3,7.1062,6.5502,2.1308
11:44.4,7.869,7.3147,2.1025
11:44.4,7.0677,7.8723,2.9704
11:44.4,4.9974,8.1143,0.6023
11:44.4,6.0922,8.1426,2.1874
11:44.4,6.8634,8.3823,1.8358
11:44.5,6.856,9.1237,2.0844
11:44.5,6.7604,10.0754,2.3046
11:44.5,6.2302,9.7581,2.407
11:44.5,5.8696,9.3377,1.9533
11:44.5,5.7915,9.0924,1.2388
11:44.6,6.5168,8.9258,1.2153
11:44.6,6.517,7.9143,1.2069
11:44.6,5.6798,7.8711,0.6603
11:44.6,5.6645,7.1762,0.1165
11:44.6,4.7595,6.6905,0.1895
11:44.7,4.3898,6.3507,-0.3121
11:44.7,4.4508,6.4583,-0.3919
11:44.7,4.4324,5.8419,-0.0325
11:44.7,4.2362,5.659,2.2211
11:44.7,4.4101,5.3822,2.8417
11:44.8,4.7671,4.998,2.6987
11:44.8,5.0953,4.8917,1.3295
11:44.8,5.1291,4.799,2.0524
11:44.8,7.607,4.241,5.8617
11:44.8,6.9875,5.2424,11.0894
11:44.9,2.4143,6.6356,6.2944
11:44.9,2.6465,7.308,5.5687
11:44.9,3.4644,4.444,7.762
11:44.9,1.2536,4.1217,10.4176
11:44.9,-1.1472,2.597,11.0626
11:45.0,2.7451,4.9453,10.0565
11:45.0,2.0813,3.3771,9.9317
11:45.0,2.2024,3.4645,10.5565
11:45.0,1.4038,2.5053,9.5666
11:45.0,1.0355,2.4257,8.9676
11:45.1,1.8551,2.7109,9.8985
11:45.1,2.2904,2.8062,8.9647
11:45.1,2.5282,2.914,8.0292
11:45.1,2.3971,3.073,7.9104
11:45.1,2.5534,2.9278,7.6799
11:45.2,2.6761,2.8113,7.7696
11:45.2,1.9437,3.0005,8.2291
11:45.2,2.0617,3.0779,9.4012
11:45.2,2.1239,2.999,8.9426
11:45.2,1.6213,3.1824,8.4788
11:45.3,1.4472,3.7099,8.4998
11:45.3,1.8163,3.951,8.4707
11:45.3,0.9617,4.2088,9.1512
11:45.3,0.4402,3.9674,9.144
11:45.3,0.7829,4.0913,9.0846
11:45.4,1.5195,4.1862,8.7483
11:45.4,1.1164,4.3004,8.5592
11:45.4,0.1352,4.5499,8.6953
11:45.4,0.0259,4.4944,9.0611
11:45.4,1.026,4.3778,9.3808
11:45.5,1.1792,4.341,8.8738
11:45.5,0.7859,4.6182,7.8521
11:45.5,0.626,4.5901,8.1752
11:45.5,0.184,4.4046,7.8748
11:45.5,-0.6937,4.836,8.1847
